1000 100000
24 701 9
24 706 25
24 730 31
24 753 43
24 759 30
24 765 47
24 777 19
24 796 12
24 797 46
24 809 19
24 810 1
24 820 19
24 833 10
24 837 12
24 844 13
24 858 39
24 860 44
24 880 9
24 892 29
24 895 26
24 908 16
24 921 47
24 927 8
24 931 34
24 948 29
24 951 5
24 956 43
24 970 46
24 980 43
24 989 37
24 995 16
25 22 25
25 32 32
25 61 50
25 81 34
25 93 6
25 104 10
25 105 6
25 109 21
25 118 4
25 127 1
25 134 2
25 137 21
25 154 46
25 157 2
25 158 32
25 160 38
25 169 32
25 173 45
25 179 46
25 183 14
25 187 23
25 189 22
25 190 48
25 209 9
25 213 49
25 214 6
25 226 41
25 227 13
25 237 10
25 238 49
25 254 48
25 272 46
25 273 21
25 279 29
25 291 35
25 294 32
25 295 5
25 300 35
25 304 8
25 305 50
25 307 24
25 339 28
25 342 25
25 363 5
25 369 36
25 373 36
25 384 5
25 388 44
25 404 1
25 409 8
25 413 35
25 420 43
25 422 29
25 426 19
25 447 12
25 453 40
25 455 40
25 458 28
25 471 22
25 472 47
25 488 26
25 490 14
25 501 39
25 503 5
25 512 45
25 518 13
25 536 39
25 565 5
25 616 44
25 617 40
25 666 33
25 672 25
25 677 37
25 678 47
25 687 4
25 726 24
25 741 10
25 748 41
25 753 43
25 789 14
25 791 17
25 803 26
25 813 28
25 821 29
25 836 28
25 844 1
25 862 28
25 877 45
25 879 46
25 910 11
25 933 9
25 957 14
25 969 21
25 993 1
25 999 6
26 15 17
26 22 31
26 23 43
26 31 28
26 34 10
26 38 50
26 67 19
26 68 15
26 75 46
26 82 2
26 83 2
26 93 43
26 103 18
26 109 5
26 121 11
26 131 44
26 161 41
26 171 4
26 183 33
26 184 7
26 195 12
26 199 37
26 209 4
26 212 33
26 227 44
26 231 50
26 232 9
26 235 48
26 243 26
26 253 10
26 260 48
26 272 41
26 275 43
26 285 18
26 304 6
26 318 41
26 327 46
26 330 48
26 339 49
26 361 29
26 365 34
26 399 4
26 423 22
26 433 7
26 437 9
26 441 4
26 446 8
26 447 34
26 450 33
26 464 35
26 483 50
26 487 34
26 497 20
26 507 35
26 520 40
26 521 24
26 524 9
26 528 7
26 529 18
26 536 4
26 537 20
26 541 34
26 543 30
26 544 7
26 572 8
26 580 45
26 585 5
26 588 2
26 594 34
26 608 31
26 609 35
26 616 44
26 623 18
26 636 46
26 643 4
26 665 46
26 667 17
26 683 25
26 690 30
26 707 40
26 708 38
26 723 29
26 736 17
26 756 16
26 765 23
26 767 14
26 770 36
26 818 27
26 819 46
26 828 36
26 845 8
26 847 6
26 852 17
26 854 36
26 866 23
26 868 33
26 873 10
26 874 8
26 879 5
26 900 27
26 904 28
26 915 29
26 923 34
26 931 11
26 934 23
26 967 24
26 975 47
26 987 25
27 2 26
27 13 44
27 15 25
27 16 26
27 19 3
27 23 50
27 24 41
27 28 29
27 46 3
27 60 38
27 61 5
27 73 47
27 76 17
27 92 2
27 94 4
27 106 42
27 107 23
27 127 38
27 190 1
27 198 30
27 201 13
27 211 39
27 222 17
27 233 21
27 239 24
27 242 44
27 245 8
27 253 6
27 258 10
27 266 40
27 276 33
27 301 10
27 315 27
27 316 27
27 354 16
27 356 36
27 371 6
27 373 36
27 375 9
27 387 7
27 390 4
27 394 29
27 402 44
27 406 44
27 410 31
27 416 30
27 417 42
27 444 23
27 446 40
27 453 3
27 454 21
27 455 11
27 462 40
27 480 21
27 482 31
27 487 21
27 498 17
27 501 7
27 502 42
27 524 6
27 533 16
27 537 23
27 559 38
27 565 14
27 579 11
27 604 38
27 635 13
27 647 31
27 663 49
27 694 35
27 702 19
27 705 34
27 715 33
27 725 3
27 738 6
27 774 16
27 785 37
27 791 32
27 799 6
27 814 41
27 817 46
27 827 39
27 837 14
27 846 24
27 856 13
27 857 6
27 876 33
27 877 15
27 880 2
27 888 12
27 917 31
27 919 44
27 934 50
27 938 18
27 951 31
27 972 47
27 979 16
28 8 18
28 32 23
28 37 25
28 48 3
28 55 27
28 67 2
28 75 19
28 77 19
28 79 27
28 83 33
28 104 27
28 108 46
28 128 30
28 137 3
28 151 16
28 164 24
28 174 2
28 212 8
28 235 34
28 236 12
28 249 12
28 288 8
28 292 50
28 304 27
28 319 23
28 326 5
28 329 26
28 335 7
28 360 33
28 381 13
28 392 29
28 401 43
28 404 31
28 407 5
28 416 16
28 417 1
28 424 42
28 519 3
28 527 46
28 549 41
28 551 6
28 557 14
28 560 50
28 573 13
28 575 47
28 610 43
28 626 14
28 627 28
28 629 9
28 636 30
28 652 4
28 665 17
28 666 33
28 681 31
28 710 49
28 723 6
28 724 25
28 732 34
28 738 24
28 740 20
28 743 31
28 748 48
28 753 3
28 759 8
28 760 8
28 784 8
28 787 31
28 792 44
28 817 16
28 825 22
28 826 43
28 831 25
28 833 19
28 841 38
28 857 41
28 874 49
28 876 22
28 878 44
28 890 9
28 895 42
28 904 17
28 905 9
28 913 38
28 932 19
28 935 47
28 937 36
28 940 24
28 945 12
28 946 19
28 950 35
28 980 3
28 987 8
29 12 50
29 40 3
29 52 4
29 54 50
29 76 27
29 78 42
29 85 15
29 93 47
29 97 18
29 102 20
29 105 42
29 120 5
29 123 38
29 125 6
29 126 42
29 137 2
29 148 23
29 178 23
29 201 14
29 202 6
29 206 42
29 218 39
29 223 25
29 240 3
29 242 50
29 246 30
29 266 19
29 268 22
29 289 33
29 299 7
29 302 22
29 303 46
29 305 34
29 349 4
29 353 8
29 366 40
29 372 24
29 394 42
29 427 29
29 434 7
29 463 44
29 465 30
29 477 47
29 484 26
29 486 42
29 491 47
29 518 7
29 529 6
29 541 38
29 543 17
29 547 48
29 552 45
29 569 34
29 572 41
29 582 32
29 593 26
29 608 37
29 621 8
29 641 20
29 642 30
29 644 17
29 652 8
29 664 7
29 669 25
29 678 49
29 679 43
29 680 14
29 686 50
29 697 28
29 701 48
29 707 12
29 715 15
29 716 28
29 717 40
29 723 12
29 767 47
29 770 16
29 771 17
29 791 34
29 798 41
29 806 15
29 836 37
29 852 31
29 865 6
29 868 42
29 875 15
29 883 13
29 893 20
29 894 1
29 907 8
29 909 19
29 911 6
29 922 30
29 931 34
29 935 23
29 939 21
29 970 40
29 974 31
29 991 39
29 993 5
29 998 48
30 28 47
30 31 17
30 53 43
30 72 21
30 74 24
30 79 46
30 83 25
30 86 42
30 88 18
30 103 21
30 135 33
30 137 31
30 142 43
30 146 20
30 147 15
30 167 18
30 172 34
30 174 46
30 183 23
30 219 28
30 223 15
30 240 15
30 253 24
30 262 39
30 265 28
30 269 15
30 272 12
30 277 11
30 284 33
30 300 50
30 311 39
30 312 49
30 314 31
30 319 42
30 322 1
30 323 20
30 327 50
30 333 43
30 334 8
30 344 28
30 346 42
30 375 30
30 401 46
30 406 44
30 420 36
30 443 16
30 444 32
30 458 44
30 478 50
30 487 17
30 491 34
30 492 2
30 493 25
30 509 30
30 515 25
30 524 31
30 532 37
30 544 37
30 566 45
30 580 47
30 586 2
30 598 16
30 610 16
30 616 7
30 617 40
30 633 30
30 647 29
30 656 23
30 659 6
30 660 23
30 670 12
30 676 13
30 702 12
30 709 5
30 710 15
30 726 44
30 742 31
30 744 14
30 745 12
30 746 46
30 761 46
30 783 14
30 784 19
30 789 16
30 804 14
30 809 37
30 818 3
30 825 19
30 829 22
30 832 4
30 839 21
30 843 34
30 845 10
30 865 31
30 871 21
30 878 40
30 884 18
30 886 3
30 896 35
30 901 26
30 906 7
30 910 34
30 918 31
30 932 24
30 941 27
30 965 17
30 969 46
30 971 23
30 972 15
30 989 47
30 998 41
31 3 46
31 25 7
31 38 31
31 43 30
31 67 39
31 69 7
31 71 12
31 75 18
31 105 29
31 108 23
31 110 4
31 131 15
31 158 4
31 182 26
31 187 33
31 220 13
31 237 7
31 358 36
31 379 5
31 404 4
31 420 46
31 469 36
31 470 46
31 490 10
31 512 42
31 531 37
31 572 31
31 574 15
31 576 50
31 583 18
31 593 41
31 602 29
31 603 50
31 604 17
31 622 13
31 627 33
31 629 50
31 654 43
31 656 3
31 658 38
31 663 30
31 673 8
31 679 46
31 685 3
31 692 32
31 694 11
31 698 4
31 716 20
31 717 10
31 720 17
31 727 10
31 747 25
31 755 21
31 761 26
31 768 42
31 787 16
31 799 33
31 806 26
31 812 33
31 814 38
31 816 23
31 832 42
31 837 29
31 849 36
31 850 40
31 859 24
31 871 33
31 872 15
31 873 10
31 888 7
31 890 49
31 893 9
31 898 47
31 918 38
31 921 2
31 922 8
31 923 16
31 926 7
31 940 21
31 953 49
31 960 44
31 976 38
31 987 45
31 995 27
32 6 22
32 18 49
32 27 9
32 35 23
32 39 41
32 40 50
32 41 13
32 59 6
32 69 21
32 76 49
32 91 6
32 97 34
32 103 6
32 125 22
32 151 41
32 160 1
32 173 20
32 175 24
32 179 19
32 181 12
32 193 5
32 195 49
32 201 31
32 205 40
32 206 42
32 220 34
32 248 20
32 274 21
32 279 42
32 286 24
32 290 39
32 305 31
32 310 33
32 332 50
32 339 43
32 343 50
32 357 50
32 369 10
32 372 46
32 380 4
32 381 5
32 389 39
32 408 5
32 419 40
32 429 21
32 434 42
32 436 27
32 445 3
32 452 44
32 453 28
32 458 15
32 459 23
32 473 50
32 475 47
32 477 29
32 516 1
32 523 9
32 524 14
32 543 7
32 558 6
32 566 24
32 582 5
32 585 31
32 586 48
32 600 23
32 613 50
32 614 38
32 623 4
32 643 6
32 650 8
32 659 24
32 663 1
32 673 4
32 681 38
32 685 40
32 693 3
32 714 48
32 715 38
32 722 40
32 724 37
32 725 38
32 738 49
32 753 34
32 768 17
32 775 42
32 780 6
32 784 10
32 792 8
32 821 46
32 832 39
32 838 35
32 841 32
32 849 10
32 851 29
32 852 1
32 866 11
32 881 15
32 901 30
32 909 3
32 934 47
32 962 38
32 970 1
32 974 24
32 975 15
32 977 43
32 980 11
32 995 10
32 1000 18
33 2 8
33 18 19
33 24 4
33 61 32
33 72 28
33 97 48
33 106 5
33 142 4
33 151 17
33 157 40
33 165 13
33 184 35
33 194 48
33 219 36
33 243 7
33 253 39
33 258 21
33 280 10
33 295 39
33 325 7
33 328 22
33 333 26
33 334 12
33 336 8
33 337 21
33 367 9
33 375 21
33 388 10
33 401 10
33 403 49
33 411 50
33 426 10
33 430 33
33 435 46
33 448 33
33 455 23
33 457 8
33 459 29
33 473 39
33 481 4
33 489 31
33 511 40
33 512 10
33 521 36
33 545 5
33 551 28
33 558 5
33 563 39
33 569 11
33 581 42
33 582 31
33 587 42
33 589 8
33 594 16
33 600 30
33 601 29
33 650 29
33 672 30
33 686 14
33 692 40
33 718 5
33 724 29
33 736 9
33 737 44
33 740 49
33 748 36
33 755 3
33 767 25
33 773 41
33 780 29
33 784 34
33 809 4
33 810 16
33 824 10
33 845 37
33 852 8
33 874 40
33 882 21
33 886 20
33 929 16
33 939 15
33 954 37
33 957 46
33 959 26
33 965 49
33 978 27
33 990 50
33 995 31
34 6 8
34 14 28
34 16 42
34 20 14
34 35 30
34 55 47
34 63 45
34 82 30
34 85 50
34 88 12
34 100 45
34 102 7
34 105 14
34 106 17
34 110 25
34 113 43
34 132 12
34 151 23
34 165 46
34 180 10
34 181 39
34 196 17
34 213 21
34 215 42
34 223 30
34 228 19
34 238 26
34 241 27
34 242 20
34 245 11
34 266 21
34 275 6
34 308 50
34 309 6
34 317 34
34 320 21
34 336 30
34 362 29
34 363 7
34 368 45
34 380 17
34 381 34
34 386 34
34 392 43
34 404 14
34 421 23
34 425 21
34 427 15
34 434 34
34 440 13
34 463 4
34 465 43
34 474 46
34 475 11
34 490 15
34 494 47
34 503 26
34 511 9
34 516 33
34 531 37
34 535 40
34 537 50
34 546 25
34 588 6
34 598 43
34 648 28
34 661 35
34 672 43
34 675 50
34 682 35
34 685 20
34 694 14
34 697 30
34 710 17
34 733 5
34 747 16
34 752 28
34 758 35
34 769 44
34 773 1
34 788 27
34 839 23
34 844 33
34 866 12
34 875 28
34 886 25
34 900 8
34 903 14
34 906 11
34 909 22
34 925 29
34 926 9
34 940 6
34 960 4
34 961 13
34 974 19
34 975 6
34 977 41
34 978 36
34 992 46
35 4 32
35 28 47
35 36 16
35 42 12
35 56 26
35 63 21
35 64 24
35 66 27
35 80 11
35 84 43
35 91 16
35 95 50
35 107 17
35 109 36
35 110 31
35 114 31
35 116 4
35 119 19
35 151 29
35 164 38
35 167 6
35 185 14
35 187 6
35 195 23
35 206 36
35 207 19
35 217 11
35 236 13
35 241 40
35 243 44
35 248 28
35 255 32
35 263 11
35 276 48
35 285 28
35 295 8
35 307 8
35 309 29
35 329 19
35 333 28
35 364 27
35 392 24
35 408 46
35 411 28
35 412 38
35 413 24
35 419 4
35 420 31
35 423 29
35 426 16
35 450 34
35 461 39
35 481 18
35 486 15
35 495 48
35 500 44
35 503 48
35 508 17
35 510 11
35 526 46
35 528 17
35 536 28
35 544 45
35 549 5
35 551 6
35 563 13
35 566 18
35 571 43
35 576 47
35 580 49
35 596 27
35 611 27
35 624 25
35 639 26
35 644 32
35 655 10
35 658 11
35 659 1
35 660 36
35 682 28
35 686 23
35 689 18
35 690 18
35 693 20
35 708 12
35 712 22
35 726 30
35 739 45
35 745 46
35 775 19
35 783 4
35 789 31
35 801 29
35 804 49
35 817 28
35 854 4
35 876 37
35 877 40
35 885 34
35 913 34
35 928 9
35 933 10
35 941 29
35 956 19
35 957 4
35 964 5
35 975 12
35 977 6
35 989 6
35 992 37
35 995 42
35 999 30
35 1000 40
36 7 21
36 12 4
36 13 32
36 23 4
36 24 26
36 38 49
36 39 39
36 58 1
36 69 16
36 83 10
36 89 7
36 108 46
36 128 48
36 136 25
36 141 10
36 143 24
36 147 31
36 155 21
36 163 36
36 167 8
36 170 38
36 172 44
36 204 14
36 205 23
36 206 10
36 221 27
36 240 27
36 247 42
36 253 47
36 257 47
36 258 31
36 282 29
36 305 24
36 308 41
36 314 17
36 355 34
36 373 24
36 379 5
36 383 30
36 401 38
36 411 40
36 418 40
36 419 5
36 420 40
36 441 21
36 442 46
36 489 1
36 509 31
36 517 20
36 525 5
36 542 39
36 547 7
36 556 5
36 565 22
36 570 18
36 577 17
36 581 40
36 584 41
36 587 39
36 594 46
36 600 13
36 611 46
36 614 36
36 648 42
36 654 18
36 667 7
36 691 25
36 705 26
36 716 50
36 722 14
36 724 1
36 750 48
36 821 13
36 858 37
36 876 29
36 878 26
36 879 34
36 881 48
36 889 13
36 895 42
36 898 28
36 908 4
36 912 21
36 919 31
36 924 38
36 928 5
36 938 27
36 956 7
36 960 2
36 971 3
36 974 41
36 983 33
36 991 24
37 10 5
37 19 19
37 26 2
37 39 43
37 51 32
37 66 1
37 71 1
37 72 10
37 80 5
37 81 34
37 100 30
37 102 21
37 110 44
37 115 27
37 117 24
37 147 10
37 165 48
37 171 17
37 179 38
37 181 39
37 185 8
37 187 27
37 198 15
37 202 27
37 218 34
37 239 42
37 251 35
37 253 47
37 256 40
37 284 6
37 286 26
37 290 16
37 291 43
37 306 4
37 327 15
37 345 4
37 352 35
37 368 5
37 369 40
37 381 27
37 390 2
37 399 4
37 425 44
37 426 10
37 489 20
37 491 15
37 493 39
37 502 10
37 510 31
37 512 33
37 516 38
37 533 30
37 534 14
37 540 24
37 547 14
37 565 43
37 579 20
37 588 11
37 589 12
37 609 28
37 623 14
37 626 13
37 645 3
37 664 11
37 698 23
37 705 27
37 709 19
37 717 48
37 719 37
37 727 50
37 734 33
37 735 7
37 752 12
37 755 14
37 790 45
37 798 20
37 800 4
37 807 13
37 812 36
37 819 17
37 830 21
37 832 36
37 834 19
37 837 10
37 859 24
37 863 12
37 869 30
37 876 29
37 882 38
37 901 23
37 935 29
37 939 47
37 946 6
37 950 25
37 954 19
37 955 47
37 966 6
37 970 46
37 974 4
37 991 18
38 6 7
38 7 21
38 8 22
38 10 25
38 73 22
38 84 9
38 95 27
38 98 45
38 118 27
38 126 9
38 130 31
38 135 39
38 143 43
38 146 26
38 147 25
38 150 39
38 157 35
38 164 49
38 167 41
38 169 37
38 175 13
38 184 11
38 212 17
38 213 18
38 218 17
38 229 28
38 254 20
38 260 4
38 272 13
38 302 29
38 351 17
38 360 15
38 387 41
38 404 36
38 408 23
38 412 9
38 414 5
38 438 11
38 441 7
38 453 1
38 466 34
38 474 42
38 484 14
38 498 36
38 503 7
38 520 41
38 535 31
38 547 33
38 565 37
38 570 1
38 585 8
38 602 24
38 670 10
38 698 29
38 701 17
38 708 47
38 750 27
38 755 14
38 764 21
38 783 1
38 806 21
38 818 3
38 826 44
38 844 15
38 846 36
38 850 50
38 868 12
38 871 1
38 874 24
38 913 4
38 930 45
38 957 24
38 975 48
38 981 29
38 985 49
38 993 32
39 9 21
39 11 5
39 12 6
39 21 43
39 41 41
39 69 12
39 77 3
39 80 14
39 94 44
39 98 49
39 99 1
39 107 44
39 112 26
39 118 26
39 133 31
39 137 3
39 140 7
39 141 25
39 175 17
39 194 17
39 195 3
39 205 32
39 209 4
39 216 11
39 235 4
39 244 20
39 280 44
39 283 42
39 286 31
39 322 5
39 331 34
39 371 48
39 381 38
39 398 11
39 401 48
39 407 33
39 422 39
39 423 22
39 438 26
39 443 39
39 447 32
39 450 11
39 451 18
39 487 4
39 495 39
39 511 49
39 513 7
39 514 45
39 532 27
39 539 30
39 543 3
39 552 7
39 553 48
39 563 42
39 566 35
39 567 16
39 568 3
39 581 25
39 591 31
39 597 27
39 598 25
39 600 13
39 640 17
39 643 3
39 646 49
39 651 45
39 652 1
39 653 14
39 660 26
39 682 16
39 694 39
39 707 35
39 710 47
39 712 45
39 718 16
39 730 2
39 738 26
39 743 48
39 744 27
39 770 11
39 795 10
39 806 17
39 836 23
39 870 41
39 873 10
39 898 8
39 900 6
39 907 18
39 927 43
39 928 4
39 933 16
39 935 21
39 944 38
39 962 26
39 984 18
39 998 3
40 26 29
40 35 40
40 37 46
40 64 49
40 91 32
40 92 48
40 93 6
40 98 7
40 102 10
40 109 17
40 116 39
40 147 18
40 164 8
40 170 8
40 184 42
40 191 40
40 218 44
40 228 46
40 255 46
40 262 20
40 265 19
40 282 42
40 290 34
40 295 9
40 297 32
40 313 3
40 322 6
40 353 8
40 366 7
40 387 16
40 401 18
40 410 17
40 416 26
40 459 37
40 463 31
40 511 40
40 536 19
40 545 3
40 556 28
40 559 23
40 566 29
40 570 34
40 581 14
40 591 3
40 596 26
40 599 7
40 623 23
40 636 23
40 638 1
40 656 30
40 661 28
40 669 12
40 670 28
40 678 38
40 682 20
40 686 6
40 693 40
40 695 43
40 711 6
40 721 47
40 725 12
40 727 1
40 735 4
40 737 14
40 740 25
40 757 36
40 760 28
40 765 34
40 768 44
40 779 24
40 782 5
40 788 14
40 799 40
40 821 22
40 854 46
40 858 16
40 869 37
40 874 32
40 876 40
40 924 31
40 950 15
40 954 8
40 959 14
40 964 47
40 987 2
40 998 43
41 18 27
41 28 26
41 40 45
41 44 14
41 45 18
41 51 10
41 52 27
41 59 3
41 104 29
41 105 35
41 119 29
41 135 30
41 138 6
41 141 15
41 146 31
41 148 29
41 154 7
41 155 38
41 174 46
41 181 6
41 191 17
41 192 16
41 212 17
41 214 15
41 218 17
41 236 20
41 239 6
41 257 29
41 259 39
41 263 28
41 266 8
41 274 9
41 281 34
41 288 42
41 289 4
41 294 41
41 301 17
41 312 33
41 317 34
41 321 5
41 341 37
41 353 29
41 358 5
41 362 33
41 371 33
41 384 10
41 386 9
41 407 46
41 415 9
41 419 19
41 421 1
41 443 23
41 467 25
41 470 46
41 471 9
41 474 29
41 498 10
41 503 19
41 507 26
41 509 27
41 514 44
41 515 37
41 527 50
41 531 4
41 532 18
41 535 3
41 547 17
41 551 41
41 556 2
41 561 15
41 572 9
41 586 39
41 592 39
41 607 32
41 621 18
41 629 43
41 637 25
41 647 43
41 655 1
41 677 50
41 678 20
41 679 24
41 700 41
41 712 17
41 720 16
41 733 2
41 755 14
41 772 44
41 785 36
41 790 12
41 791 21
41 794 42
41 798 15
41 804 27
41 810 25
41 818 12
41 829 41
41 847 12
41 860 3
41 887 48
41 890 41
41 913 27
41 914 28
41 919 2
41 923 16
41 936 42
41 945 9
41 956 25
41 963 8
41 969 12
41 973 29
41 976 4
41 991 36
41 1000 16
42 5 50
42 7 43
42 8 37
42 13 50
42 17 33
42 22 1
42 24 26
42 27 31
42 32 32
42 38 17
42 49 40
42 59 49
42 72 16
42 81 20
42 85 9
42 88 33
42 96 47
42 104 9
42 107 27
42 134 17
42 138 50
42 148 39
42 191 46
42 198 3
42 199 49
42 201 31
42 202 2
42 211 49
42 215 47
42 226 16
42 246 30
42 254 8
42 277 11
42 285 4
42 289 13
42 291 23
42 292 11
42 293 19
42 306 40
42 309 19
42 315 14
42 336 7
42 341 26
42 346 47
42 361 50
42 367 16
42 370 1
42 374 36
42 392 5
42 409 4
42 418 40
42 421 34
42 426 23
42 435 23
42 442 31
42 451 13
42 456 28
42 457 35
42 459 16
42 506 50
42 512 45
42 516 14
42 527 27
42 531 24
42 551 21
42 568 14
42 581 19
42 583 7
42 584 16
42 585 43
42 602 5
42 608 26
42 624 34
42 651 20
42 660 48
42 663 22
42 664 15
42 672 26
42 717 4
42 720 41
42 730 14
42 732 37
42 734 44
42 735 49
42 742 7
42 762 38
42 775 33
42 783 45
42 796 49
42 807 29
42 833 9
42 850 17
42 875 34
42 887 8
42 898 6
42 899 20
42 905 23
42 922 18
42 926 18
42 928 49
42 930 37
42 944 8
42 946 43
42 972 41
42 974 12
42 988 11
42 990 28
42 992 8
42 997 46
42 998 26
43 29 33
43 68 33
43 69 33
43 73 48
43 77 40
43 103 4
43 106 48
43 114 38
43 119 43
43 123 28
43 150 37
43 157 10
43 164 40
43 167 7
43 179 43
43 184 47
43 190 30
43 195 35
43 209 43
43 235 47
43 246 32
43 260 14
43 270 50
43 292 50
43 307 17
43 319 11
43 340 39
43 342 49
43 357 6
43 361 15
43 362 6
43 365 20
43 372 44
43 377 27
43 380 47
43 381 29
43 388 42
43 391 2
43 398 6
43 403 38
43 421 7
43 427 33
43 429 33
43 433 14
43 435 33
43 439 21
43 453 32
43 454 19
43 456 4
43 468 27
43 470 14
43 476 30
43 477 34
43 484 25
43 488 25
43 519 14
43 522 8
43 531 16
43 533 34
43 534 16
43 540 39
43 550 6
43 557 44
43 567 45
43 574 24
43 575 35
43 586 35
43 590 9
43 604 25
43 609 46
43 625 12
43 627 6
43 629 8
43 639 16
43 683 19
43 685 2
43 697 32
43 702 10
43 703 46
43 717 6
43 732 46
43 741 11
43 744 20
43 753 42
43 772 30
43 775 12
43 776 33
43 788 10
43 806 6
43 807 13
43 815 16
43 828 12
43 834 14
43 842 16
43 847 2
43 854 10
43 857 26
43 862 25
43 897 27
43 906 6
43 912 21
43 915 45
43 919 23
43 945 1
43 961 23
43 964 12
43 965 50
43 968 39
43 996 31
43 1000 46
44 12 50
44 14 13
44 15 35
44 21 14
44 42 28
44 58 22
44 72 21
44 94 10
44 96 33
44 100 17
44 107 23
44 117 37
44 121 46
44 128 46
44 152 14
44 158 5
44 171 36
44 180 3
44 181 27
44 183 44
44 184 38
44 194 5
44 210 8
44 220 21
44 222 38
44 227 33
44 239 39
44 242 29
44 252 12
44 262 20
44 267 23
44 275 25
44 276 36
44 277 23
44 308 45
44 324 50
44 325 50
44 327 10
44 330 22
44 350 36
44 365 45
44 376 23
44 380 11
44 384 4
44 394 37
44 399 12
44 400 21
44 404 37
44 427 15
44 434 39
44 446 28
44 449 41
44 453 35
44 507 4
44 518 7
44 519 35
44 529 38
44 555 45
44 561 18
44 584 13
44 586 15
44 590 48
44 592 5
44 594 3
44 625 33
44 631 14
44 641 25
44 656 45
44 670 29
44 676 8
44 678 40
44 681 40
44 687 3
44 689 6
44 690 23
44 695 4
44 703 16
44 713 48
44 718 18
44 721 39
44 725 43
44 732 38
44 740 5
44 748 22
44 751 41
44 764 28
44 769 5
44 770 7
44 775 18
44 779 12
44 800 22
44 822 47
44 832 23
44 836 15
44 849 28
44 850 45
44 859 31
44 877 4
44 894 5
44 908 26
44 909 7
44 913 14
44 925 50
44 934 35
44 936 26
44 986 18
44 997 23
45 7 13
45 11 2
45 19 47
45 21 47
45 22 37
45 51 10
45 56 6
45 79 5
45 82 43
45 86 37
45 95 21
45 105 2
45 133 44
45 145 38
45 152 14
45 156 41
45 162 36
45 166 21
45 176 10
45 184 49
45 189 22
45 190 43
45 192 11
45 193 10
45 213 37
45 257 43
45 262 16
45 272 33
45 278 4
45 282 10
45 283 9
45 284 3
45 297 32
45 299 22
45 301 27
45 303 17
45 336 36
45 338 14
45 341 39
45 352 43
45 356 26
45 378 32
45 380 33
45 397 19
45 409 30
45 417 9
45 420 21
45 431 49
45 435 39
45 449 16
45 455 22
45 459 25
45 463 39
45 466 36
45 481 22
45 513 46
45 531 47
45 534 11
45 544 30
45 567 29
45 568 46
45 569 2
45 593 40
45 595 36
45 607 48
45 609 3
45 660 33
45 693 27
45 708 22
45 722 2
45 725 46
45 726 48
45 738 47
45 760 37
45 762 36
45 773 22
45 782 37
45 788 3
45 790 23
45 846 16
45 858 19
45 866 27
45 867 21
45 881 30
45 886 21
45 901 26
45 903 20
45 923 49
45 929 25
45 937 14
45 949 3
45 950 1
45 959 25
45 961 43
45 963 1
45 999 2
46 9 50
46 11 30
46 12 4
46 17 26
46 26 46
46 33 35
46 35 26
46 50 32
46 60 23
46 68 24
46 86 42
46 89 8
46 94 21
46 101 40
46 108 29
46 111 29
46 135 34
46 151 38
46 157 23
46 162 2
46 173 46
46 176 32
46 180 29
46 185 40
46 186 18
46 194 5
46 196 33
46 199 20
46 205 2
46 210 19
46 216 40
46 217 31
46 234 49
46 242 49
46 245 25
46 254 24
46 262 5
46 265 27
46 271 10
46 274 25
46 280 49
46 284 6
46 289 20
46 303 8
46 304 16
46 307 32
46 309 14
46 311 37
46 312 36
46 315 36
46 319 21
46 328 13
46 332 29
46 334 12
46 337 4
46 347 50
46 349 18
46 351 22
46 358 5
46 362 12
46 374 48
46 385 41
46 386 41
46 418 6
46 422 31
46 433 34
46 439 13
46 500 44
46 510 6
46 514 31
46 527 7
46 528 21
46 540 33
46 548 5
46 555 10
46 570 20
46 571 11
46 573 49
46 577 49
46 581 26
46 582 23
46 583 40
46 587 30
46 589 23
46 608 36
46 615 21
46 634 26
46 640 45
46 641 16
46 649 41
46 672 4
46 699 50
46 703 22
46 705 8
46 711 19
46 718 6
46 736 36
46 754 28
46 761 23
46 769 44
46 771 45
46 774 20
46 784 24
46 787 49
46 792 45
46 793 11
46 798 32
46 799 15
46 804 34
46 809 15
46 814 36
46 815 24
46 827 26
46 828 48
46 832 17
46 834 6
46 836 47
46 838 34
46 840 18
46 850 1
46 851 32
46 868 50
46 878 25
46 879 50
46 893 32
46 899 35
46 945 38
46 955 44
46 961 19
46 978 28
46 981 23
46 987 30
46 988 47
46 990 22
46 993 38
46 995 38
46 999 19
47 14 10
47 17 37
47 33 12
47 52 13
47 62 21
47 64 3
47 69 24
47 94 28
47 112 17
47 125 50
47 135 37
47 138 7
47 146 28
47 149 49
47 161 23
47 165 18
47 174 50
47 185 41
47 207 45
47 208 11
47 218 33
47 225 4
47 227 34
47 240 8
47 271 2
47 283 8
47 286 29
47 296 47
47 327 11
47 329 43
47 352 45
47 370 40
47 381 30
47 391 9
47 402 23
47 419 15
47 427 48
47 430 41
47 433 19
47 434 24
47 442 49
47 454 46
47 465 49
47 475 38
47 476 34
47 486 9
47 493 8
47 536 39
47 540 14
47 560 1
47 575 31
47 610 2
47 614 11
47 628 27
47 633 38
47 647 48
47 662 29
47 676 44
47 680 1
47 692 26
47 698 17
47 711 41
47 776 48
47 795 16
47 812 2
47 814 47
47 816 14
47 817 41
47 824 20
47 826 38
47 836 11
47 839 8
47 851 50
47 876 23
47 889 9
47 892 27
47 915 3
47 926 42
